pr_id	pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_lm	pr_is_bing	tcga_id	cna_gain	cna_gain_deep	cna_loss	cna_loss_deep	mutations	outliers_positive	outliers_negative
207352_s_at	2561	GABRB2	gamma-aminobutyric acid (GABA) A receptor, beta 2	0	0	GABRB2|2561	0	0	0	0	0	92	0
205850_s_at	2562	GABRB3	gamma-aminobutyric acid (GABA) A receptor, beta 3	0	1	GABRB3|2562	0	0	0	0	0	78	0
208457_at	2563	GABRD	gamma-aminobutyric acid (GABA) A receptor, delta	0	1	GABRD|2563	149	0	108	0	0	0	0
206849_at	2566	GABRG2	gamma-aminobutyric acid (GABA) A receptor, gamma 2	0	1	GABRG2|2566	104	0	173	0	0	451	0
216895_at	2567	GABRG3	gamma-aminobutyric acid (GABA) A receptor, gamma 3	0	1	GABRG3|2567	107	0	213	0	0	306	0
205044_at	2568	GABRP	gamma-aminobutyric acid (GABA) A receptor, pi	0	1	GABRP|2568	0	0	61	0	0	0	0
206525_at	2569	GABRR1	gamma-aminobutyric acid (GABA) A receptor, rho 1	0	0	GABRR1|2569	0	0	88	0	0	136	0
209304_x_at	4616	GADD45B	growth arrest and DNA damage inducible beta	1	1	GADD45B|4616	1085	57	2472	68	0	0	0
212891_s_at	90480	GADD45GIP1	GADD45G interacting protein 1	0	1	GADD45GIP1|90480	209	0	179	0	0	89	0
219815_at	79690	GAL3ST4	galactose-3-O-sulfotransferase 4	0	1	GAL3ST4|79690	125	0	0	0	0	0	0
204417_at	2581	GALC	galactosylceramidase	0	1	GALC|2581	0	0	0	0	0	0	75
219013_at	63917	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11	0	1	GALNT11|63917	0	0	0	0	0	0	54
219271_at	79623	GALNT14	polypeptide N-acetylgalactosaminyltransferase 14	0	1	GALNT14|79623	0	0	0	0	0	0	99
203397_s_at	2591	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3	0	1	GALNT3|2591	0	0	0	0	0	0	76
218313_s_at	51809	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7	0	1	GALNT7|51809	0	0	0	0	0	0	54
220929_at	26290	GALNT8	polypeptide N-acetylgalactosaminyltransferase 8	0	0	GALNT8|26290	0	0	0	0	0	168	0
220821_at	2587	GALR1	galanin receptor 1	0	0	GALR1|2587	91	0	469	0	0	119	0
211226_at	8811	GALR2	galanin receptor 2	0	0	GALR2|8811	274	0	89	0	0	0	0
33579_i_at	8484	GALR3	galanin receptor 3	0	0	GALR3|8484	0	0	0	0	0	61	0
214240_at	51083	GAL	galanin/GMAP prepropeptide	0	1	GAL|51083	0	0	74	0	0	234	0
211934_x_at	23193	GANAB	glucosidase, alpha; neutral AB	0	1	GANAB|23193	97	0	92	0	0	0	0
204471_at	2596	GAP43	growth associated protein 43	0	1	GAP43|2596	227	0	149	0	0	0	0
207116_s_at	26330	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	0	0	GAPDHS|26330	99	0	55	0	0	0	0
217398_x_at	2597	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	1	1	GAPDH|2597	113	0	0	0	0	0	0
208693_s_at	2617	GARS	glycyl-tRNA synthetase	0	1	GARS|2617	51	0	0	0	0	0	0
202192_s_at	8522	GAS7	growth arrest specific 7	0	1	GAS7|8522	795	0	3451	105	0	0	0
208138_at	2520	GAST	gastrin	0	0	GAST|2520	0	0	109	0	0	0	0
210446_at	2623	GATA1	GATA binding protein 1 (globin transcription factor 1)	0	0	GATA1|2623	1283	93	1782	59	0	115	0
209710_at	2624	GATA2	GATA binding protein 2	1	1	GATA2|2624	2381	178	942	0	0	0	0
209603_at	2625	GATA3	GATA binding protein 3	1	1	GATA3|2625	1524	158	1867	0	154	0	0
205517_at	2626	GATA4	GATA binding protein 4	0	1	GATA4|2626	0	0	0	0	0	467	0
210002_at	2627	GATA6	GATA binding protein 6	0	1	GATA6|2627	0	0	62	0	0	0	0
214711_at	283459	GATC	glutamyl-tRNA(Gln) amidotransferase, subunit C	0	0	GATC|283459	97	0	85	0	0	0	79
219954_s_at	57733	GBA3	glucosidase, beta, acid 3 (gene/pseudogene)	0	0	GBA3|57733	127	0	456	0	0	275	0
210589_s_at	2630	GBAP1	glucosidase, beta, acid pseudogene 1	0	0	GBAP1|2630	0	0	0	0	0	69	0
201816_s_at	2631	GBAS	glioblastoma amplified sequence	0	1	GBAS|2631	0	0	0	0	0	70	0
201439_at	8729	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1	0	1	GBF1|8729	0	0	0	0	0	0	65
210560_at	2637	GBX2	gastrulation brain homeobox 2	0	1	GBX2|2637	0	0	0	0	0	143	0
203765_at	25801	GCA	grancalcin	0	1	GCA|25801	0	0	0	0	0	0	59
210565_at	2642	GCGR	glucagon receptor	0	0	GCGR|2642	0	0	0	0	0	187	0
206867_at	2646	GCKR	glucokinase (hexokinase 4) regulator	0	1	GCKR|2646	0	0	0	0	0	113	0
211167_s_at	2645	GCK	glucokinase	0	1	GCK|2645	0	0	0	0	0	63	0
206269_at	8521	GCM1	glial cells missing homolog 1	0	0	GCM1|8521	0	0	0	0	0	158	0
220799_at	9247	GCM2	glial cells missing homolog 2	0	0	GCM2|9247	70	0	0	0	0	0	0
212139_at	10985	GCN1	GCN1, eIF2 alpha kinase activator homolog	0	1	GCN1L1|10985	61	0	50	0	0	0	0
219508_at	9245	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type	0	1	GCNT3|9245	0	0	0	0	0	115	0
204965_at	2638	GC	group-specific component (vitamin D binding protein)	0	0	GC|2638	57	0	117	0	0	0	0
219668_at	78997	GDAP1L1	ganglioside induced differentiation associated protein 1-like 1	0	1	GDAP1L1|78997	0	0	0	0	0	56	0
219473_at	54834	GDAP2	ganglioside induced differentiation associated protein 2	0	1	GDAP2|54834	0	0	0	0	0	0	56
206159_at	2662	GDF10	growth differentiation factor 10	0	1	GDF10|2662	0	0	80	0	0	132	0
221136_at	2658	GDF2	growth differentiation factor 2	0	0	GDF2|2658	248	0	573	0	0	0	0
220053_at	9573	GDF3	growth differentiation factor 3	0	0	GDF3|9573	567	0	170	0	0	213	0
206614_at	8200	GDF5	growth differentiation factor 5	0	0	GDF5|8200	292	0	0	0	0	81	0
221314_at	2661	GDF9	growth differentiation factor 9	0	0	GDF9|2661	0	0	0	0	0	55	0
201864_at	2664	GDI1	GDP dissociation inhibitor 1	0	1	GDI1|2664	0	0	80	0	0	0	0
221359_at	2668	GDNF	glial cell derived neurotrophic factor	0	0	GDNF|2668	0	0	0	0	0	228	0
220291_at	54857	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	0	1	GDPD2|54857	56	0	65	0	0	170	0
219722_s_at	79153	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	0	1	GDPD3|79153	98	0	88	0	0	0	0
203540_at	2670	GFAP	glial fibrillary acidic protein	0	1	GFAP|2670	0	0	0	0	0	118	0
204659_s_at	2671	GFER	growth factor, augmenter of liver regeneration	0	1	GFER|2671	153	0	0	0	0	0	0
208501_at	8328	GFI1B	growth factor independent 1B transcription repressor	0	0	GFI1B|8328	0	0	0	0	0	276	0
214479_at	2676	GFRA3	GDNF family receptor alpha 3	0	0	GFRA3|2676	0	0	64	0	0	117	0
221199_at	64096	GFRA4	GDNF family receptor alpha 4	0	0	GFRA4|64096	123	0	0	0	0	0	0
211416_x_at	92086	GGTLC1	gamma-glutamyltransferase light chain 1	0	0	GGTLC1|92086	53	0	0	0	0	147	0
209918_at	91227	GGTLC2	gamma-glutamyltransferase light chain 2	0	0	GGTLC2|91227	0	0	64	0	0	0	0
205840_x_at	2688	GH1	growth hormone 1	0	0	GH1|2688	249	0	0	0	0	0	0
206195_x_at	2689	GH2	growth hormone 2	0	0	GH2|2689	350	0	82	0	0	0	0
209249_s_at	27069	GHITM	growth hormone inducible transmembrane protein	0	1	GHITM|27069	0	0	92	0	0	0	0
221360_s_at	2693	GHSR	growth hormone secretagogue receptor	0	0	GHSR|2693	930	192	191	0	0	0	0
219467_at	54826	GIN1	gypsy retrotransposon integrase 1	0	1	GIN1|54826	0	0	0	0	0	0	60
207525_s_at	10755	GIPC1	GIPC PDZ domain containing family member 1	0	1	GIPC1|10755	94	0	0	0	0	0	0
219970_at	54810	GIPC2	GIPC PDZ domain containing family member 2	0	1	GIPC2|54810	0	0	0	0	0	0	74
207899_at	2695	GIP	gastric inhibitory polypeptide	0	0	GIP|2695	382	71	258	0	0	0	0
214466_at	2702	GJA5	gap junction protein alpha 5	0	1	GJA5|2702	0	0	0	0	0	63	0
208489_at	2703	GJA8	gap junction protein alpha 8	0	0	GJA8|2703	1304	191	318	0	0	0	0
204973_at	2705	GJB1	gap junction protein beta 1	0	1	GJB1|2705	0	0	0	0	0	152	0
216579_at	127534	GJB4	gap junction protein beta 4	0	0	GJB4|127534	0	0	0	0	0	184	0
215430_at	2712	GK2	glycerol kinase 2	0	0	GK2|2712	316	0	986	0	78	0	0
213713_s_at	89944	GLB1L2	galactosidase beta 1 like 2	0	1	GLB1L2|89944	0	0	0	0	0	0	82
204836_at	2731	GLDC	glycine dehydrogenase (decarboxylating)	0	1	GLDC|2731	0	0	0	0	0	83	0
206646_at	2735	GLI1	GLI family zinc finger 1	0	1	GLI1|2735	1787	126	955	0	93	0	0
207034_s_at	2736	GLI2	GLI family zinc finger 2	1	1	GLI2|2736	116	0	121	0	0	0	0
205201_at	2737	GLI3	GLI family zinc finger 3	0	1	GLI3|2737	3442	97	569	0	175	0	0
207153_s_at	11146	GLMN	glomulin, FKBP associated protein	0	1	GLMN|11146	0	0	0	0	0	0	58
200681_at	2739	GLO1	glyoxalase I	0	1	GLO1|2739	126	0	67	0	0	0	0
208401_s_at	2740	GLP1R	glucagon like peptide 1 receptor	0	0	GLP1R|2740	0	0	51	0	0	167	0
221312_at	9340	GLP2R	glucagon-like peptide 2 receptor	0	0	GLP2R|9340	0	0	0	0	0	94	0
207972_at	2741	GLRA1	glycine receptor alpha 1	0	0	GLRA1|2741	112	0	0	0	0	0	0
207462_at	2742	GLRA2	glycine receptor alpha 2	0	0	GLRA2|2742	0	0	0	0	0	61	0
210661_at	8001	GLRA3	glycine receptor alpha 3	0	0	GLRA3|8001	0	0	0	0	0	108	0
205279_s_at	2743	GLRB	glycine receptor beta	0	1	GLRB|2743	50	0	96	0	0	0	65
209883_at	23127	COLGALT2	collagen beta(1-O)galactosyltransferase 2	0	1	GLT25D2|23127	0	0	0	0	0	54	0
221447_s_at	83468	GLT8D2	glycosyltransferase 8 domain containing 2	0	1	GLT8D2|83468	121	0	0	0	0	0	0
215794_x_at	2747	GLUD2	glutamate dehydrogenase 2	0	1	GLUD2|2747	285	0	222	0	0	0	174
222083_at	10249	GLYAT	glycine-N-acyltransferase	0	1	GLYAT|10249	0	0	0	0	0	52	0
218506_x_at	84656	GLYR1	glyoxylate reductase 1 homolog (Arabidopsis)	0	1	GLYR1|84656	0	0	0	0	0	0	116
218458_at	64395	GMCL1	germ cell-less, spermatogenesis associated 1	0	1	GMCL1|64395	0	0	0	0	0	0	182
204220_at	9535	GMFG	glia maturation factor, gamma	0	1	GMFG|9535	88	0	0	0	0	0	0
208000_at	2765	GML	glycosylphosphatidylinositol anchored molecule like	0	0	GML|2765	540	57	56	0	0	0	0
214431_at	8833	GMPS	guanine monophosphate synthase	0	1	GMPS|8833	2920	446	706	0	52	0	0
40562_at	2767	GNA11	guanine nucleotide binding protein (G protein), alpha 11 (Gq class)	1	1	GNA11|2767	1010	0	2458	74	64	0	259
221737_at	2768	GNA12	guanine nucleotide binding protein (G protein) alpha 12	0	1	GNA12|2768	3560	166	702	0	0	0	0
206917_at	10672	GNA13	guanine nucleotide binding protein (G protein), alpha 13	0	1	GNA13|10672	2503	244	949	0	0	0	0
205349_at	2769	GNA15	guanine nucleotide binding protein (G protein), alpha 15 (Gq class)	1	1	GNA15|2769	0	0	95	0	0	0	0
209576_at	2770	GNAI1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	1	1	GNAI1|2770	134	0	0	0	0	0	0
201040_at	2771	GNAI2	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2	1	1	GNAI2|2771	65	0	72	0	0	0	0
202615_at	2776	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide	0	1	GNAQ|2776	1106	0	2267	50	74	0	61
200981_x_at	2778	GNAS	GNAS complex locus	1	1	GNAS|2778	3694	299	323	0	120	0	0
216590_at	346562	GNAT3	guanine nucleotide binding protein, alpha transducing 3	0	0	GNAT3|346562	386	0	130	0	0	0	0
212294_at	55970	GNG12	guanine nucleotide binding protein (G protein), gamma 12	0	1	GNG12|55970	0	0	76	0	0	0	72
220806_x_at	51764	GNG13	guanine nucleotide binding protein (G protein), gamma 13	0	1	GNG13|51764	0	0	0	0	0	131	0
206896_s_at	2788	GNG7	guanine nucleotide binding protein (G protein), gamma 7	0	1	GNG7|2788	0	0	152	0	0	0	0
207166_at	2792	GNGT1	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1	0	0	GNGT1|2792	0	0	0	0	0	317	0
46947_at	54552	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like	0	1	GNL3L|54552	137	0	138	0	0	0	0
201956_s_at	8443	GNPAT	glyceronephosphate O-acyltransferase	0	1	GNPAT|8443	191	0	0	0	0	0	0
211522_s_at	2798	GNRHR	gonadotropin releasing hormone receptor	0	0	GNRHR|2798	0	0	0	0	0	91	0
204384_at	2801	GOLGA2	golgin A2	0	1	GOLGA2|2801	0	0	0	0	0	0	86
201567_s_at	2803	GOLGA4	golgin A4	0	1	GOLGA4|2803	0	0	0	0	0	0	82
218241_at	9950	GOLGA5	golgin A5	0	1	GOLGA5|9950	1260	54	2333	0	52	0	62
217819_at	51125	GOLGA7	golgin A7	0	1	GOLGA7|51125	0	0	0	0	0	59	0
201057_s_at	2804	GOLGB1	golgin B1	0	1	GOLGB1|2804	179	0	0	0	0	0	0
204324_s_at	27333	GOLIM4	golgi integral membrane protein 4	0	1	GOLIM4|27333	0	0	0	0	0	0	236
218361_at	55204	GOLPH3L	golgi phosphoprotein 3 like	0	1	GOLPH3L|55204	0	0	0	0	0	0	53
217803_at	64083	GOLPH3	golgi phosphoprotein 3	0	1	GOLPH3|64083	2913	342	758	0	0	0	87
218193_s_at	51026	GOLT1B	golgi transport 1B	1	1	GOLT1B|51026	0	0	0	0	0	54	67
208813_at	2805	GOT1	glutamic-oxaloacetic transaminase 1, soluble	0	1	GOT1|2805	0	0	96	0	0	0	0
214325_at	2813	GP2	glycoprotein 2	0	0	GP2|2813	112	0	179	0	0	252	0
207926_at	2814	GP5	glycoprotein V platelet	0	1	GP5|2814	63	0	0	0	0	0	0
205929_at	10223	GPA33	glycoprotein A33	0	0	GPA33|10223	0	0	0	0	0	62	0
218895_at	63906	GPATCH3	G-patch domain containing 3	0	1	GPATCH3|63906	78	0	0	0	0	0	0
212485_at	23131	GPATCH8	G-patch domain containing 8	1	1	GPATCH8|23131	0	0	0	0	0	0	80
217877_s_at	60313	GPBP1L1	GC-rich promoter binding protein 1 like 1	0	1	GPBP1L1|60313	0	0	0	0	0	0	51
209220_at	2719	GPC3	glypican 3	0	1	GPC3|2719	1492	85	1468	0	56	0	0
207174_at	2262	GPC5	glypican 5	0	1	GPC5|2262	610	0	1010	0	84	196	0
220773_s_at	10243	GPHN	gephyrin	0	1	GPHN|10243	1068	0	2467	68	66	0	68
203776_at	27238	GPKOW	G-patch domain and KOW motifs	0	1	GPKOW|27238	124	0	129	0	0	0	0
218799_at	54707	GPN2	GPN-loop GTPase 2	0	1	GPN2|54707	69	0	88	0	0	0	0
220907_at	266977	ADGRF1	adhesion G protein-coupled receptor F1	0	0	GPR110|266977	0	0	0	0	0	266	0
65718_at	25960	ADGRA2	adhesion G protein-coupled receptor A2	0	1	GPR124|25960	2336	396	2346	140	71	0	0
210473_s_at	166647	ADGRA3	adhesion G protein-coupled receptor A3	0	1	GPR125|166647	0	0	0	0	0	0	78
214558_at	2835	GPR12	G protein-coupled receptor 12	0	0	GPR12|2835	0	0	0	0	0	206	0
206696_at	4935	GPR143	G protein-coupled receptor 143	0	1	GPR143|4935	79	0	66	0	0	0	63
208524_at	2838	GPR15	G protein-coupled receptor 15	0	0	GPR15|2838	179	0	216	0	0	282	0
218151_x_at	79581	SLC52A2	solute carrier family 52 (riboflavin transporter), member 2	0	1	GPR172A|79581	107	0	0	0	0	0	0
207183_at	2842	GPR19	G protein-coupled receptor 19	0	1	GPR19|2842	95	0	87	0	0	0	0
214605_x_at	2825	GPR1	G protein-coupled receptor 1	0	0	GPR1|2825	0	0	0	0	0	91	0
214510_at	2843	GPR20	G protein-coupled receptor 20	0	1	GPR20|2843	405	56	0	0	0	0	0
221288_at	2845	GPR22	G protein-coupled receptor 22	0	1	GPR22|2845	0	0	0	0	0	79	0
221363_x_at	2848	GPR25	G protein-coupled receptor 25	0	0	GPR25|2848	0	0	0	0	0	181	0
221469_at	2854	GPR32	G protein-coupled receptor 32	0	0	GPR32|2854	386	0	384	0	0	0	0
207055_at	9283	GPR37L1	G protein-coupled receptor 37 like 1	0	1	GPR37L1|9283	0	0	0	0	0	54	0
209631_s_at	2861	GPR37	G protein-coupled receptor 37 (endothelin receptor type B-like)	0	1	GPR37|2861	192	0	0	0	0	0	0
208600_s_at	2863	GPR39	G protein-coupled receptor 39	0	1	GPR39|2863	0	0	0	0	0	68	73
206361_at	11251	PTGDR2	prostaglandin D2 receptor 2	0	0	GPR44|11251	0	0	111	0	0	0	0
211175_at	11250	GPR45	G protein-coupled receptor 45	0	0	GPR45|11250	558	0	170	0	0	127	0
208311_at	9248	GPR50	G protein-coupled receptor 50	0	0	GPR50|9248	601	86	577	0	0	0	0
221313_at	9293	GPR52	G protein-coupled receptor 52	0	0	GPR52|9293	166	0	0	0	0	0	0
212070_at	9289	ADGRG1	adhesion G protein-coupled receptor G1	1	1	GPR56|9289	0	0	0	0	0	0	59
220993_s_at	81491	GPR63	G protein-coupled receptor 63	0	1	GPR63|81491	73	0	125	0	0	0	0
206002_at	10149	ADGRG2	adhesion G protein-coupled receptor G2	0	1	GPR64|10149	0	0	0	0	0	71	0
214467_at	8477	GPR65	G protein-coupled receptor 65	0	1	GPR65|8477	60	0	112	0	0	0	0
214655_at	2830	GPR6	G protein-coupled receptor 6	0	0	GPR6|2830	171	0	249	0	0	0	0
220481_at	10936	GPR75	G protein-coupled receptor 75	0	0	GPR75|10936	133	0	0	0	0	0	0
219936_s_at	53836	GPR87	G protein-coupled receptor 87	0	1	GPR87|53836	176	0	52	0	0	378	0
215396_at	84059	ADGRV1	adhesion G protein-coupled receptor V1	0	0	GPR98|84059	0	0	0	0	0	0	53
219327_s_at	55890	GPRC5C	G protein-coupled receptor, class C, group 5, member C	0	1	GPRC5C|55890	0	0	0	0	0	0	70
206747_at	9721	GPRIN2	G protein regulated inducer of neurite outgrowth 2	0	1	GPRIN2|9721	189	0	277	0	0	136	0
204265_s_at	63940	GPSM3	G-protein signaling modulator 3	0	1	GPSM3|63940	99	0	0	0	0	0	0
200736_s_at	2876	GPX1	glutathione peroxidase 1	0	1	GPX1|2876	0	0	82	0	0	0	0
202831_at	2877	GPX2	glutathione peroxidase 2	0	1	GPX2|2877	0	0	0	0	0	87	0
214648_at	2880	GPX5	glutathione peroxidase 5	0	0	GPX5|2880	72	0	154	0	0	0	0
213170_at	2882	GPX7	glutathione peroxidase 7	0	1	GPX7|2882	0	0	0	0	0	0	51
218706_s_at	65983	GRAMD3	GRAM domain containing 3	0	1	GRAMD3|65983	0	0	0	0	0	0	51
206204_at	2888	GRB14	growth factor receptor bound protein 14	0	1	GRB14|2888	166	0	0	0	0	71	0
210761_s_at	2886	GRB7	growth factor receptor bound protein 7	1	1	GRB7|2886	67	0	108	0	0	144	0
218469_at	26585	GREM1	gremlin 1, DAN family BMP antagonist	0	1	GREM1|26585	736	0	2375	89	0	76	0
219388_at	79977	GRHL2	grainyhead like transcription factor 2	0	1	GRHL2|79977	0	0	0	0	0	137	91
209793_at	2890	GRIA1	glutamate receptor, ionotropic, AMPA 1	0	1	GRIA1|2890	0	0	57	0	0	250	0
205358_at	2891	GRIA2	glutamate receptor, ionotropic, AMPA 2	0	1	GRIA2|2891	0	0	0	0	0	314	0
206730_at	2892	GRIA3	glutamate receptor, ionotropic, AMPA 3	0	1	GRIA3|2892	57	0	101	0	0	86	0
208464_at	2893	GRIA4	glutamate receptor, ionotropic, AMPA 4	0	1	GRIA4|2893	0	0	0	0	0	118	0
221364_at	2895	GRID2	glutamate receptor, ionotropic, delta 2	0	0	GRID2|2895	0	0	0	0	0	59	0
207242_s_at	2897	GRIK1	glutamate receptor, ionotropic, kainate 1	0	1	GRIK1|2897	127	0	91	0	0	141	0
213845_at	2898	GRIK2	glutamate receptor, ionotropic, kainate 2	0	1	GRIK2|2898	0	0	0	0	0	74	0
207454_at	2899	GRIK3	glutamate receptor, ionotropic, kainate 3	0	0	GRIK3|2899	0	0	0	0	0	132	0
208552_at	2900	GRIK4	glutamate receptor, ionotropic, kainate 4	0	1	GRIK4|2900	0	0	0	0	0	79	0
210781_x_at	2902	GRIN1	glutamate receptor, ionotropic, N-methyl D-aspartate 1	0	1	GRIN1|2902	0	0	0	0	0	86	0
206534_at	2903	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A	0	0	GRIN2A|2903	2044	141	1344	0	252	65	0
210412_at	2904	GRIN2B	glutamate receptor, ionotropic, N-methyl D-aspartate 2B	0	0	GRIN2B|2904	182	0	156	0	0	194	0
210400_at	2905	GRIN2C	glutamate receptor, ionotropic, N-methyl D-aspartate 2C	0	1	GRIN2C|2905	0	0	0	0	0	80	0
207036_x_at	2906	GRIN2D	glutamate receptor, ionotropic, N-methyl D-aspartate 2D	0	0	GRIN2D|2906	0	0	263	0	0	0	53
214018_at	23426	GRIP1	glutamate receptor interacting protein 1	0	0	GRIP1|23426	0	0	0	0	0	0	55
208041_at	6011	GRK1	G protein-coupled receptor kinase 1	0	0	GRK1|6011	337	0	795	0	0	0	0
202045_s_at	2909	ARHGAP35	Rho GTPase activating protein 35	0	1	GRLF1|2909	1585	54	1799	0	165	0	0
207299_s_at	2911	GRM1	glutamate receptor, metabotropic 1	0	1	GRM1|2911	0	0	60	0	0	0	0
205814_at	2913	GRM3	glutamate receptor, metabotropic 3	0	1	GRM3|2913	3299	147	640	0	155	170	0
210234_at	2914	GRM4	glutamate receptor, metabotropic 4	0	0	GRM4|2914	0	0	0	0	0	174	0
214217_at	2915	GRM5	glutamate receptor, metabotropic 5	0	1	GRM5|2915	0	0	0	0	0	216	0
207548_at	2917	GRM7	glutamate receptor, metabotropic 7	0	0	GRM7|2917	0	0	0	0	0	261	0
212432_at	80273	GRPEL1	GrpE like 1, mitochondrial	0	1	GRPEL1|80273	0	0	153	0	0	0	0
207929_at	2925	GRPR	gastrin releasing peptide receptor	0	0	GRPR|2925	78	0	169	0	0	0	0
206326_at	2922	GRP	gastrin releasing peptide	0	1	GRP|2922	76	0	398	0	0	393	0
206712_at	79774	GRTP1	growth hormone regulated TBC protein 1	0	1	GRTP1|79774	0	0	0	0	0	0	57
221252_s_at	83445	GSG1	germ cell associated 1	0	0	GSG1|83445	0	0	0	0	0	76	0
209945_s_at	2932	GSK3B	glycogen synthase kinase 3 beta	0	1	GSK3B|2932	2334	152	891	0	0	0	0
205541_s_at	23708	GSPT2	G1 to S phase transition 2	0	1	GSPT2|23708	109	0	160	0	0	0	127
205770_at	2936	GSR	glutathione reductase	0	1	GSR|2936	110	0	0	0	0	0	52
201415_at	2937	GSS	glutathione synthetase	0	1	GSS|2937	179	0	0	0	0	0	0
203924_at	2938	GSTA1	glutathione S-transferase alpha 1	0	1	GSTA1|2938	179	0	102	0	0	174	0
222102_at	2940	GSTA3	glutathione S-transferase alpha 3	0	1	GSTA3|2940	300	0	144	0	0	0	0
220063_at	79807	GSTCD	glutathione S-transferase C-terminal domain containing	0	0	GSTCD|79807	0	0	76	0	0	0	0
205752_s_at	2949	GSTM5	glutathione S-transferase mu 5	0	1	GSTM5|2949	0	0	53	0	0	0	0
200824_at	2950	GSTP1	glutathione S-transferase pi 1	0	1	GSTP1|2950	0	0	0	0	0	0	53
203815_at	2952	GSTT1	glutathione S-transferase theta 1	0	0	GSTT1|2952	0	0	0	0	0	0	1631
219770_at	79712	GTDC1	glycosyltransferase like domain containing 1	0	1	GTDC1|79712	0	0	0	0	0	0	56
206521_s_at	2957	GTF2A1	general transcription factor IIA 1	0	0	GTF2A1|2957	0	0	0	0	0	0	192
215470_at	653238	GTF2H2B	general transcription factor IIH subunit 2B (pseudogene)	0	0	GTF2H2B|653238	0	0	0	0	0	0	65
222104_x_at	2967	GTF2H3	general transcription factor IIH subunit 3	0	0	GTF2H3|2967	0	0	0	0	0	0	146
210892_s_at	2969	GTF2I	general transcription factor IIi	0	0	GTF2I|2969	150	0	0	0	0	0	201
218343_s_at	9330	GTF3C3	general transcription factor IIIC subunit 3	0	1	GTF3C3|9330	0	0	0	0	0	0	86
204318_s_at	51512	GTSE1	G2 and S-phase expressed 1	0	1	GTSE1|51512	1144	0	2791	95	51	0	0
1255_g_at	2978	GUCA1A	guanylate cyclase activator 1A	0	0	GUCA1A|2978	0	0	0	0	0	170	0
207502_at	2981	GUCA2B	guanylate cyclase activator 2B	0	0	GUCA2B|2981	0	0	161	0	0	0	0
220506_at	2974	GUCY1B2	guanylate cyclase 1, soluble, beta 2 (pseudogene)	0	0	GUCY1B2|2974	0	0	0	0	0	156	0
211555_s_at	2983	GUCY1B3	guanylate cyclase 1, soluble, beta 3	0	1	GUCY1B3|2983	0	0	153	0	0	0	0
206312_at	2984	GUCY2C	guanylate cyclase 2C	0	0	GUCY2C|2984	0	0	0	0	0	131	0
207884_at	3000	GUCY2D	guanylate cyclase 2D, membrane (retina-specific)	0	0	GUCY2D|3000	0	0	0	0	0	90	0
208053_at	2986	GUCY2F	guanylate cyclase 2F, retinal	0	0	GUCY2F|2986	235	0	228	0	0	0	0
202605_at	2990	GUSB	glucuronidase, beta	0	1	GUSB|2990	172	0	0	0	0	0	0
210964_s_at	8908	GYG2	glycogenin 2	0	1	GYG2|8908	0	0	0	0	0	0	84
201673_s_at	2997	GYS1	glycogen synthase 1	0	1	GYS1|2997	0	0	58	0	0	0	0
214621_at	2998	GYS2	glycogen synthase 2	0	1	GYS2|2998	281	0	74	0	0	189	0
205488_at	3001	GZMA	granzyme A	0	1	GZMA|3001	244	0	1030	0	0	0	0
210164_at	3002	GZMB	granzyme B	0	0	GZMB|3002	0	0	55	0	0	0	0
210321_at	2999	GZMH	granzyme H	0	1	GZMH|2999	0	0	104	0	0	0	0
206666_at	3003	GZMK	granzyme K	0	1	GZMK|3003	144	0	266	0	0	0	0
204805_s_at	8971	H1FX	H1 histone family member X	0	1	H1FX|8971	195	0	0	0	0	0	0
218445_at	55506	H2AFY2	H2A histone family member Y2	0	1	H2AFY2|55506	0	0	0	0	0	0	159
211999_at	3021	H3F3B	H3 histone, family 3B (H3.3B)	0	1	H3F3B|3021	2574	270	949	0	0	0	0
206010_at	3026	HABP2	hyaluronan binding protein 2	0	0	HABP2|3026	0	0	0	0	0	191	0
220138_at	9421	HAND1	heart and neural crest derivatives expressed 1	0	0	HAND1|9421	0	0	0	0	0	110	0
220480_at	9464	HAND2	heart and neural crest derivatives expressed 2	0	1	HAND2|9464	0	0	0	0	0	242	0
220224_at	54363	HAO1	hydroxyacid oxidase (glycolate oxidase) 1	0	0	HAO1|54363	621	0	143	0	0	0	0
220801_s_at	51179	HAO2	hydroxyacid oxidase 2 (long chain)	0	0	HAO2|51179	62	0	0	0	0	105	0
