pr_id	pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_lm	pr_is_bing	tcga_id	cna_gain	cna_gain_deep	cna_loss	cna_loss_deep	mutations	outliers_positive	outliers_negative
206403_at	9745	ZNF536	zinc finger protein 536	0	1	ZNF536|9745	352	69	193	0	75	295	0
205433_at	590	BCHE	butyrylcholinesterase	0	1	BCHE|590	1097	339	91	0	52	70	0
NA	NA	A2ML1	NA	NA	NA	NA	2268	177	1161	0	121	0	0
NA	NA	AADACL2	NA	NA	NA	NA	2882	442	714	0	52	0	0
NA	NA	AARS2	NA	NA	NA	NA	1978	202	1079	0	60	0	0
NA	NA	ABCA9	NA	NA	NA	NA	2530	252	948	0	132	0	0
209993_at	5243	ABCB1	ATP binding cassette subfamily B member 1	0	1	ABCB1|5243	3110	161	627	0	175	0	0
206411_s_at	27	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	0	0	ABL2|27	3648	343	442	0	80	0	0
AFFX-HSAC07/X00351_5_at	60	ACTB	actin, beta	0	1	ACTB|60	3564	180	648	0	55	0	0
213198_at	91	ACVR1B	activin A receptor type IB	0	1	ACVR1B|91	1688	67	1023	0	62	0	0
205735_s_at	3899	AFF3	AF4/FMR2 family member 3	0	0	AFF3|3899	1502	64	754	0	139	0	0
210962_s_at	10142	AKAP9	A-kinase anchoring protein 9	0	1	AKAP9|10142	3394	213	614	0	244	0	0
212286_at	23253	ANKRD12	ankyrin repeat domain 12	0	1	ANKRD12|23253	1480	96	2279	0	129	0	0
211110_s_at	367	AR	androgen receptor	0	1	AR|367	1391	66	1636	0	99	0	0
205068_s_at	23092	ARHGAP26	Rho GTPase activating protein 26	0	1	ARHGAP26|23092	1328	136	2145	0	62	0	0
202045_s_at	2909	ARHGAP35	Rho GTPase activating protein 35	0	1	GRLF1|2909	1585	54	1799	0	165	0	0
NA	NA	ARID1B	NA	NA	NA	NA	948	0	2603	124	161	0	0
NA	NA	ARID2	NA	NA	NA	NA	1844	81	1071	0	189	0	0
212614_at	84159	ARID5B	AT-rich interaction domain 5B	1	1	ARID5B|84159	972	85	2295	0	108	0	0
218908_at	79058	ASPSCR1	alveolar soft part sarcoma chromosome region, candidate 1	0	1	ASPSCR1|79058	2505	240	1075	0	0	72	0
212238_at	171023	ASXL1	additional sex combs like 1, transcriptional regulator	0	1	ASXL1|171023	3579	252	237	0	117	0	0
NA	NA	ASXL3	NA	NA	NA	NA	1028	86	2836	0	258	0	0
222103_at	466	ATF1	activating transcription factor 1	1	1	ATF1|466	1673	62	1031	0	0	0	54
40489_at	1822	ATN1	atrophin 1	0	1	ATN1|1822	2366	220	1083	0	80	0	0
209903_s_at	545	ATR	ATR serine/threonine kinase	0	1	ATR|545	2777	343	880	0	180	0	0
208860_s_at	546	ATRX	alpha thalassemia/mental retardation syndrome X-linked	0	1	ATRX|546	1199	0	1667	58	346	0	0
NA	NA	AXIN2	NA	NA	NA	NA	2511	251	952	0	69	0	0
202686_s_at	558	AXL	AXL receptor tyrosine kinase	0	1	AXL|558	1750	116	1569	0	86	0	0
216231_s_at	567	B2M	beta-2-microglobulin	0	1	B2M|567	720	0	2432	106	63	0	0
215990_s_at	604	BCL6	B-cell CLL/lymphoma 6	0	1	BCL6|604	3068	648	733	0	77	0	0
203795_s_at	605	BCL7A	B-cell CLL/lymphoma 7A	0	1	BCL7A|605	1542	58	1252	0	0	0	53
204129_at	607	BCL9	B-cell CLL/lymphoma 9	0	1	BCL9|607	3259	493	840	0	102	0	0
219444_at	63035	BCORL1	BCL6 corepressor-like 1	0	1	BCORL1|63035	1496	64	1574	0	147	0	0
202315_s_at	613	BCR	breakpoint cluster region	0	1	BCR|613	1326	121	2384	0	63	0	0
213578_at	657	BMPR1A	bone morphogenetic protein receptor type 1A	0	1	BMPR1A|657	742	0	2522	101	0	0	77
206044_s_at	673	BRAF	B-Raf proto-oncogene, serine/threonine kinase	0	1	BRAF|673	3108	164	959	0	527	0	0
204531_s_at	672	BRCA1	breast cancer 1	1	1	BRCA1|672	1853	71	1541	0	131	0	0
221703_at	83990	BRIP1	BRCA1 interacting protein C-terminal helicase 1	0	1	BRIP1|83990	2473	281	973	0	94	0	0
NA	NA	BRSK1	NA	NA	NA	NA	1807	121	1635	0	69	0	0
206727_at	735	C9	complement component 9	0	0	C9|735	460	67	109	0	0	162	0
202715_at	790	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	0	1	CAD|790	1795	78	688	0	142	0	0
NA	NA	CARD11	NA	NA	NA	NA	3528	163	706	0	160	0	0
NA	NA	CD274	NA	NA	NA	NA	1194	159	3023	131	0	0	0
207172_s_at	1009	CDH11	cadherin 11	0	1	CDH11|1009	1281	0	2560	56	117	0	0
219226_at	51755	CDK12	cyclin-dependent kinase 12	0	1	CDK12|51755	2077	318	1412	0	122	0	0
202246_s_at	1019	CDK4	cyclin-dependent kinase 4	1	1	CDK4|1019	1755	220	903	0	0	103	0
206387_at	1045	CDX2	caudal type homeobox 2	0	0	CDX2|1045	1284	105	2664	0	0	177	0
201183_s_at	1108	CHD4	chromodomain helicase DNA binding protein 4	0	1	CHD4|1108	2377	222	1085	0	208	0	0
210416_s_at	11200	CHEK2	checkpoint kinase 2	1	1	CHEK2|11200	1282	65	2622	0	96	0	0
212784_at	23152	CIC	capicua transcriptional repressor	0	1	CIC|23152	1718	99	1641	0	168	0	0
205101_at	4261	CIITA	class II, major histocompatibility complex, transactivator	0	1	CIITA|4261	2087	143	1306	0	91	0	0
200614_at	1213	CLTC	clathrin heavy chain	1	1	CLTC|1213	2437	266	1039	0	89	0	0
205944_s_at	8218	CLTCL1	clathrin heavy chain like 1	0	1	CLTCL1|8218	1425	138	2515	0	108	0	0
205642_at	11064	CNTRL	centriolin	0	1	CEP110|11064	1231	57	2198	0	117	0	0
202310_s_at	1277	COL1A1	collagen type I alpha 1	1	1	COL1A1|1277	2160	175	1108	0	118	0	0
203104_at	1436	CSF1R	colony stimulating factor 1 receptor	0	1	CSF1R|1436	1342	125	1878	0	61	0	0
203591_s_at	1441	CSF3R	colony stimulating factor 3 receptor	0	1	CSF3R|1441	1170	85	1952	0	73	0	0
202521_at	10664	CTCF	CCCTC-binding factor (zinc finger protein)	0	1	CTCF|10664	1330	0	2585	61	130	0	0
201533_at	1499	CTNNB1	catenin beta 1	0	1	CTNNB1|1499	904	0	2876	97	226	0	0
201371_s_at	8452	CUL3	cullin 3	0	1	CUL3|8452	1130	0	1600	77	69	0	0
201423_s_at	8451	CUL4A	cullin 4A	0	1	CUL4A|8451	1770	193	2320	0	0	0	51
214743_at	1523	CUX1	cut-like homeobox 1	0	1	CUX1|1523	3312	191	728	0	146	0	0
39582_at	1540	CYLD	cylindromatosis (turban tumor syndrome)	0	1	CYLD|1540	1170	0	2333	64	75	0	0
205502_at	1586	CYP17A1	cytochrome P450 family 17 subfamily A member 1	0	0	CYP17A1|1586	699	0	2592	53	0	282	0
201763_s_at	1616	DAXX	death-domain associated protein	1	1	DAXX|1616	1880	101	1213	0	50	0	0
218583_s_at	54165	DCUN1D1	defective in cullin neddylation 1 domain containing 1	0	1	DCUN1D1|54165	3138	726	654	0	0	0	78
205168_at	4921	DDR2	discoidin domain receptor tyrosine kinase 2	0	1	DDR2|4921	3674	476	428	0	80	0	0
200033_at	1655	DDX5	DEAD-box helicase 5	0	1	DDX5|1655	2512	266	942	0	54	0	0
200934_at	7913	DEK	DEK proto-oncogene	0	1	DEK|7913	2040	195	1115	0	0	0	52
212888_at	23405	DICER1	dicer 1 ribonuclease III	0	1	DICER1|23405	1274	53	2362	0	129	0	0
201479_at	1736	DKC1	dyskeratosis congenita 1, dyskerin	0	1	DKC1|1736	1742	188	1522	63	0	0	0
NA	NA	DNAH12	NA	NA	NA	NA	852	0	3120	105	86	0	0
200666_s_at	3337	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	1	1	DNAJB1|3337	1520	154	1586	0	0	154	0
202253_s_at	1785	DNM2	dynamin 2	0	1	DNM2|1785	1495	181	1785	0	62	0	0
201697_s_at	1786	DNMT1	DNA (cytosine-5-)-methyltransferase 1	1	1	DNMT1|1786	1514	154	1836	0	106	0	0
218457_s_at	1788	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	1	1	DNMT3A|1788	1763	70	768	0	135	0	0
220668_s_at	1789	DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	0	1	DNMT3B|1789	3585	213	250	0	76	0	0
NA	NA	DTX1	NA	NA	NA	NA	1595	55	1236	0	62	0	0
205777_at	1852	DUSP9	dual specificity phosphatase 9	0	0	DUSP9|1852	1734	194	1482	0	0	105	0
NA	NA	EBF1	NA	NA	NA	NA	1389	129	2180	0	66	0	0
200912_s_at	1974	EIF4A2	eukaryotic translation initiation factor 4A2	0	1	EIF4A2|1974	3103	658	719	0	51	0	0
221539_at	1978	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	1	1	EIF4EBP1|1978	2304	406	2239	134	0	0	0
212670_at	2006	ELN	elastin	0	1	ELN|2006	3222	105	621	0	73	0	0
220386_s_at	27436	EML4	echinoderm microtubule associated protein like 4	0	1	EML4|27436	1845	87	722	0	55	0	0
201839_s_at	4072	EPCAM	epithelial cell adhesion molecule	0	1	EPCAM|4072	1845	99	658	0	0	0	81
NA	NA	EPHA10	NA	NA	NA	NA	1216	102	1948	0	89	0	0
NA	NA	EPHA6	NA	NA	NA	NA	2219	177	1145	0	164	0	0
211898_s_at	2047	EPHB1	EPH receptor B1	0	1	EPHB1|2047	2642	240	886	0	149	0	0
209588_at	2048	EPHB2	EPH receptor B2	1	1	EPHB2|2048	897	0	2586	50	91	0	0
1438_at	2049	EPHB3	EPH receptor B3	0	1	EPHB3|2049	3127	694	669	0	71	0	0
204718_at	2051	EPHB6	EPH receptor B6	0	1	EPHB6|2051	3031	131	962	0	110	0	0
208156_x_at	83481	EPPK1	epiplakin 1	0	1	EPPK1|83481	4356	763	584	0	196	0	0
215606_s_at	23085	ERC1	ELKS/RAB6-interacting/CAST family member 1	0	1	ERC1|23085	2431	277	1078	0	75	0	0
213468_at	2068	ERCC2	excision repair cross-complementation group 2	0	1	ERCC2|2068	1701	107	1664	0	72	0	0
202176_at	2071	ERCC3	excision repair cross-complementation group 3	0	1	ERCC3|2071	1312	0	965	0	57	0	53
202414_at	2073	ERCC5	excision repair cross-complementation group 5	0	1	ERCC5|2073	1685	132	2403	0	77	0	0
213541_s_at	2078	ERG	v-ets avian erythroblastosis virus E26 oncogene homolog	0	1	ERG|2078	1313	64	2243	105	0	0	0
NA	NA	ERRFI1	NA	NA	NA	NA	1016	67	2483	84	0	0	0
NA	NA	ESCO1	NA	NA	NA	NA	1348	128	2193	0	53	0	0
211603_s_at	2118	ETV4	ets variant 4	0	1	ETV4|2118	1530	67	1418	0	0	0	56
209214_s_at	2130	EWSR1	EWS RNA binding protein 1	0	1	EWSR1|2130	1298	84	2492	0	55	0	0
NA	NA	EXOSC6	NA	NA	NA	NA	1309	62	2467	66	0	0	0
201995_at	2131	EXT1	exostosin glycosyltransferase 1	1	1	EXT1|2131	4425	788	445	0	58	0	0
NA	NA	FAM47C	NA	NA	NA	NA	905	0	1466	50	184	0	0
203805_s_at	2175	FANCA	Fanconi anemia complementation group A	0	1	FANCA|2175	1320	0	2919	142	82	0	0
213007_at	55215	FANCI	Fanconi anemia complementation group I	0	1	FANCI|55215	1313	128	1845	0	65	0	0
219427_at	79633	FAT4	FAT atypical cadherin 4	0	1	FAT4|79633	605	0	2839	50	452	0	0
NA	NA	FCRL4	NA	NA	NA	NA	3645	417	385	0	79	0	0
214589_at	2257	FGF12	fibroblast growth factor 12	0	1	FGF12|2257	3051	658	938	0	0	54	0
221007_s_at	81608	FIP1L1	factor interacting with PAPOLA and CPSF1	0	0	FIP1L1|81608	1064	163	2030	0	50	0	0
215645_at	201163	FLCN	folliculin	0	1	FLCN|201163	920	71	3264	67	0	0	0
210786_s_at	2313	FLI1	Fli-1 proto-oncogene, ETS transcription factor	0	1	FLI1|2313	1051	73	2573	130	0	0	0
210316_at	2324	FLT4	fms related tyrosine kinase 4	0	1	FLT4|2324	1568	168	2160	0	125	0	0
204131_s_at	2309	FOXO3	forkhead box O3	1	1	FOXO3|2309	966	64	2474	145	0	0	0
204145_at	2483	FRG1	FSHD region gene 1	0	1	FRG1|2483	181	0	581	0	69	0	66
NA	NA	FRG1BP	NA	NA	NA	NA	1463	62	253	0	268	0	0
221308_at	10818	FRS2	fibroblast growth factor receptor substrate 2	1	1	FRS2|10818	2092	308	864	0	0	108	0
203592_s_at	10272	FSTL3	follistatin like 3	0	1	FSTL3|10272	1131	70	2546	80	0	0	0
210105_s_at	2534	FYN	FYN proto-oncogene, Src family tyrosine kinase	1	1	FYN|2534	971	71	2419	138	0	0	0
219764_at	11211	FZD10	frizzled class receptor 10	0	1	FZD10|11211	1662	55	1356	0	73	0	0
209304_x_at	4616	GADD45B	growth arrest and DNA damage inducible beta	1	1	GADD45B|4616	1085	57	2472	68	0	0	0
209603_at	2625	GATA3	GATA binding protein 3	1	1	GATA3|2625	1524	158	1867	0	154	0	0
220058_at	79018	GID4	GID complex subunit 4 homolog	0	1	C17orf39|79018	912	77	3099	60	0	0	0
206646_at	2735	GLI1	GLI family zinc finger 1	0	1	GLI1|2735	1787	126	955	0	93	0	0
205201_at	2737	GLI3	GLI family zinc finger 3	0	1	GLI3|2737	3442	97	569	0	175	0	0
214431_at	8833	GMPS	guanine monophosphate synthase	0	1	GMPS|8833	2920	446	706	0	52	0	0
200981_x_at	2778	GNAS	GNAS complex locus	1	1	GNAS|2778	3694	299	323	0	120	0	0
217803_at	64083	GOLPH3	golgi phosphoprotein 3	0	1	GOLPH3|64083	2913	342	758	0	0	0	87
NA	NA	GOPC	NA	NA	NA	NA	972	57	2429	131	0	0	0
209220_at	2719	GPC3	glypican 3	0	1	GPC3|2719	1492	85	1468	0	56	0	0
207174_at	2262	GPC5	glypican 5	0	1	GPC5|2262	610	0	1010	0	84	196	0
204318_s_at	51512	GTSE1	G2 and S-phase expressed 1	0	1	GTSE1|51512	1144	0	2791	95	51	0	0
204225_at	9759	HDAC4	histone deacetylase 4	0	1	HDAC4|9759	1111	0	1797	148	88	0	0
44783_s_at	23462	HEY1	hes-related family bHLH transcription factor with YRPW motif 1	0	1	HEY1|23462	3960	432	551	0	0	78	0
209960_at	3082	HGF	hepatocyte growth factor (hepapoietin A; scatter factor)	0	1	HGF|3082	3071	116	640	0	118	0	0
208025_s_at	8091	HMGA2	high mobility group AT-hook 2	1	1	HMGA2|8091	1754	192	854	0	0	66	0
213823_at	3207	HOXA11	homeobox A11	0	1	HOXA11|3207	3157	146	563	0	0	169	0
209844_at	10481	HOXB13	homeobox B13	0	0	HOXB13|10481	2074	147	1120	0	0	400	0
206745_at	3227	HOXC11	homeobox C11	0	1	HOXC11|3227	1662	59	986	0	0	229	0
219832_s_at	3229	HOXC13	homeobox C13	0	1	HOXC13|3229	1605	56	1000	0	0	327	0
207398_at	3239	HOXD13	homeobox D13	0	0	HOXD13|3239	1381	97	929	0	0	412	0
212983_at	3265	HRAS	Harvey rat sarcoma viral oncogene homolog	0	1	HRAS|3265	872	0	2386	91	70	0	0
200064_at	3326	HSP90AB1	heat shock protein 90kDa alpha family class B member 1	0	1	HSP90AB1|3326	2020	209	1141	0	72	0	0
209654_at	23379	ICE1	interactor of little elongation complex ELL subunit 1	0	1	KIAA0947|23379	3014	394	843	0	162	0	0
211676_s_at	3459	IFNGR1	interferon gamma receptor 1	0	1	IFNGR1|3459	1061	76	2403	65	0	0	0
203627_at	3480	IGF1R	insulin like growth factor 1 receptor	1	1	IGF1R|3480	1409	181	1823	0	93	0	0
204549_at	9641	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon	1	1	IKBKE|9641	3552	355	623	0	59	0	0
205039_s_at	10320	IKZF1	IKAROS family zinc finger 1	1	1	IKZF1|10320	3221	110	539	0	55	0	0
220567_at	22807	IKZF2	IKAROS family zinc finger 2	0	1	IKZF2|22807	1221	0	1488	85	63	0	0
221658_s_at	50615	IL21R	interleukin 21 receptor	0	1	IL21R|50615	2019	90	1217	0	73	0	0
205798_at	3575	IL7R	interleukin 7 receptor	0	1	IL7R|3575	2901	349	751	0	101	0	0
210511_s_at	3624	INHBA	inhibin beta A	0	1	INHBA|3624	3287	84	566	0	82	0	0
204552_at	3631	INPP4A	inositol polyphosphate-4-phosphatase type I A	0	1	INPP4A|3631	1554	66	651	0	65	0	0
203331_s_at	3635	INPP5D	inositol polyphosphate-5-phosphatase D	0	1	INPP5D|3635	1082	0	1731	110	91	0	0
213792_s_at	3643	INSR	insulin receptor	0	1	INSR|3643	1240	85	2108	0	108	0	0
202531_at	3659	IRF1	interferon regulatory factor 1	0	1	IRF1|3659	1267	112	2319	55	0	0	0
204562_at	3662	IRF4	interferon regulatory factor 4	0	1	IRF4|3662	1993	159	1449	77	0	0	0
213475_s_at	3683	ITGAL	integrin subunit alpha L	0	1	ITGAL|3683	2112	128	1187	0	118	0	0
211339_s_at	3702	ITK	IL2 inducible T-cell kinase	0	1	ITK|3702	1374	116	2165	0	71	0	0
207187_at	3718	JAK3	Janus kinase 3	0	1	JAK3|3718	1534	133	1545	0	93	0	0
203298_s_at	3720	JARID2	jumonji and AT-rich interaction domain containing 2	0	1	JARID2|3720	2043	167	1242	0	117	0	0
208404_x_at	3762	KCNJ5	potassium channel, inwardly rectifying subfamily J, member 5	0	0	KCNJ5|3762	1057	78	2581	127	0	0	0
NA	NA	KDM2B	NA	NA	NA	NA	1730	66	1294	0	96	0	0
202040_s_at	5927	KDM5A	lysine (K)-specific demethylase 5A	1	1	KDM5A|5927	2447	272	1067	0	109	0	0
203934_at	3791	KDR	kinase insert domain receptor	0	1	KDR|3791	1016	133	1997	0	177	0	0
202417_at	9817	KEAP1	kelch like ECH associated protein 1	1	1	KEAP1|9817	1527	161	1828	0	121	0	0
212779_at	84162	KIAA1109	KIAA1109	0	1	KIAA1109|84162	612	0	2767	0	274	0	63
NA	NA	KIAA1549	NA	NA	NA	NA	3110	141	935	0	144	0	0
NA	NA	KLHL6	NA	NA	NA	NA	3141	720	657	0	66	0	0
209854_s_at	3817	KLK2	kallikrein related peptidase 2	0	0	KLK2|3817	1653	67	1620	0	0	276	0
203419_at	9757	KMT2B	lysine (K)-specific methyltransferase 2B	0	1	MLL4|9757	2060	248	1267	0	213	0	0
216845_x_at	8085	KMT2D	lysine (K)-specific methyltransferase 2D	0	0	MLL2|8085	1784	0	1051	0	466	0	52
200915_x_at	3895	KTN1	kinectin 1	1	1	KTN1|3895	1144	0	2114	0	79	0	78
200618_at	3927	LASP1	LIM and SH3 protein 1	0	1	LASP1|3927	1895	180	1417	0	0	51	0
208885_at	3936	LCP1	lymphocyte cytosolic protein 1 (L-plastin)	0	1	LCP1|3936	1183	0	3078	190	58	0	0
NA	NA	LGR6	NA	NA	NA	NA	3566	355	517	0	81	0	0
218656_s_at	10186	LHFP	lipoma HMGIC fusion partner	0	1	LHFP|10186	1248	73	3029	173	0	0	0
205876_at	3977	LIFR	leukemia inhibitory factor receptor alpha	0	1	LIFR|3977	2849	364	644	0	127	0	0
NA	NA	LRIG3	NA	NA	NA	NA	1785	120	956	0	71	0	0
209468_at	4041	LRP5	LDL receptor related protein 5	0	1	LRP5|4041	1706	276	1369	0	104	0	0
NA	NA	LRRK2	NA	NA	NA	NA	1919	78	979	0	228	0	0
209737_at	9863	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	0	1	MAGI2|9863	3226	128	700	0	158	0	0
202424_at	5605	MAP2K2	mitogen-activated protein kinase kinase 2	0	1	MAP2K2|5605	1124	56	2410	63	0	0	0
214786_at	4214	MAP3K1	mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase	0	1	MAP3K1|4214	1137	0	2378	114	150	0	0
206249_at	9175	MAP3K13	mitogen-activated protein kinase kinase kinase 13	0	1	MAP3K13|9175	3106	680	687	0	80	0	0
204089_x_at	4216	MAP3K4	mitogen-activated protein kinase kinase kinase 4	1	1	MAP3K4|4216	948	0	2635	93	131	0	0
206571_s_at	9448	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	1	1	MAP4K4|9448	1444	62	738	0	66	0	0
212271_at	5594	MAPK1	mitogen-activated protein kinase 1	0	1	MAPK1|5594	1333	116	2299	0	0	0	55
203062_s_at	9656	MDC1	mediator of DNA damage checkpoint 1	0	1	MDC1|9656	2020	164	1083	0	126	0	0
217373_x_at	4193	MDM2	MDM2 proto-oncogene, E3 ubiquitin protein ligase	0	1	MDM2|4193	2108	312	883	0	0	115	0
221884_at	2122	MECOM	MDS1 and EVI1 complex locus	0	1	MECOM|2122	3249	804	719	0	159	0	0
203506_s_at	9968	MED12	mediator complex subunit 12	0	1	MED12|9968	1319	0	1585	0	170	0	100
214684_at	4205	MEF2A	myocyte enhancer factor 2A	0	1	MEF2A|4205	1429	175	1849	0	0	0	110
207968_s_at	4208	MEF2C	myocyte enhancer factor 2C	1	1	MEF2C|4208	1016	0	2673	97	52	0	0
202645_s_at	4221	MEN1	menin 1	0	1	MEN1|4221	1332	63	1479	0	56	0	0
203510_at	4233	MET	MET proto-oncogene, receptor tyrosine kinase	0	1	MET|4233	3049	166	856	0	119	0	0
NA	NA	MIB1	NA	NA	NA	NA	1371	156	2097	0	56	0	0
212022_s_at	4288	MKI67	marker of proliferation Ki-67	0	1	MKI67|4288	868	0	2652	58	234	0	0
212748_at	57591	MKL1	megakaryoblastic leukemia (translocation) 1	0	1	MKL1|57591	1205	59	2593	0	70	0	0
204784_s_at	4291	MLF1	myeloid leukemia factor 1	0	1	MLF1|4291	2840	474	694	0	0	0	62
205330_at	4330	MN1	meningioma (disrupted in balanced translocation) 1	0	1	MN1|4330	1269	59	2568	0	95	0	0
209421_at	4436	MSH2	mutS homolog 2	0	1	MSH2|4436	1872	99	687	0	53	0	0
210947_s_at	4437	MSH3	mutS homolog 3	0	1	MSH3|4437	1010	0	2639	83	90	0	0
202911_at	2956	MSH6	mutS homolog 6	1	1	MSH6|2956	1776	78	696	0	87	0	0
NA	NA	MTCP1	NA	NA	NA	NA	1742	188	1522	63	0	0	0
204673_at	4583	MUC2	mucin 2, oligomeric mucus/gel-forming	0	0	MUC2|4583	161	0	422	0	155	168	0
214133_at	4588	MUC6	mucin 6, oligomeric mucus/gel-forming	0	0	MUC6|4588	132	0	240	0	124	99	0
201497_x_at	4629	MYH11	myosin, heavy chain 11, smooth muscle	0	1	MYH11|4629	2064	129	1302	0	177	0	0
NA	NA	MYO18A	NA	NA	NA	NA	1945	161	1497	0	97	0	0
204823_at	89795	NAV3	neuron navigator 3	0	1	NAV3|89795	1752	79	1159	0	289	0	0
209106_at	8648	NCOA1	nuclear receptor coactivator 1	0	1	NCOA1|8648	1767	80	759	0	94	0	0
207700_s_at	8202	NCOA3	nuclear receptor coactivator 3	1	1	NCOA3|8202	3665	252	338	0	123	0	0
210774_s_at	8031	NCOA4	nuclear receptor coactivator 4	0	1	NCOA4|8031	973	59	2164	62	0	0	0
207760_s_at	9612	NCOR2	nuclear receptor corepressor 2	0	1	NCOR2|9612	1694	77	1312	0	159	0	0
218915_at	4771	NF2	neurofibromin 2 (merlin)	0	1	NF2|4771	1308	84	2550	0	57	0	0
204702_s_at	9603	NFE2L3	nuclear factor, erythroid 2 like 3	0	1	NFE2L3|9603	3518	156	574	0	62	0	0
219285_s_at	51199	NIN	ninein	0	1	NIN|51199	1331	77	2136	0	117	0	0
207075_at	114548	NLRP3	NLR family, pyrin domain containing 3	0	1	NLRP3|114548	3555	395	702	0	161	0	0
221073_s_at	10392	NOD1	nucleotide binding oligomerization domain containing 1	0	1	NOD1|10392	3485	144	546	0	67	0	0
218902_at	4851	NOTCH1	notch 1	1	1	NOTCH1|4851	1338	97	2367	0	209	0	0
202443_x_at	4853	NOTCH2	notch 2	0	1	NOTCH2|4853	3213	524	1224	0	208	0	0
203238_s_at	4854	NOTCH3	notch 3	0	1	NOTCH3|4854	1651	182	1588	0	157	0	0
205247_at	4855	NOTCH4	notch 4	0	1	NOTCH4|4855	2002	152	1216	0	176	0	0
221691_x_at	4869	NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	0	1	NPM1|4869	1483	159	2080	0	63	0	0
216321_s_at	2908	NR3C1	nuclear receptor subfamily 3 group C member 1	1	1	NR3C1|2908	1339	124	2201	0	55	0	0
208605_s_at	4914	NTRK1	neurotrophic tyrosine kinase, receptor, type 1	0	0	NTRK1|4914	3730	433	376	0	93	0	0
217377_x_at	4916	NTRK3	neurotrophic tyrosine kinase, receptor, type 3	0	1	NTRK3|4916	1233	111	1855	0	120	0	0
202155_s_at	8021	NUP214	nucleoporin 214kDa	0	1	NUP214|8021	1268	66	2304	0	111	0	0
202188_at	9688	NUP93	nucleoporin 93kDa	1	1	NUP93|9688	1157	0	2532	55	51	0	0
NA	NA	NUTM1	NA	NA	NA	NA	806	0	2489	80	99	0	0
220427_at	84033	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	0	0	OBSCN|84033	3523	339	699	0	430	0	0
NA	NA	OR10G4	NA	NA	NA	NA	546	0	1504	53	55	0	0
NA	NA	OR10T2	NA	NA	NA	NA	1877	194	186	0	55	0	0
NA	NA	OR10X1	NA	NA	NA	NA	2370	234	233	0	65	0	0
NA	NA	OR2G3	NA	NA	NA	NA	2091	265	229	0	75	0	0
NA	NA	OR2L3	NA	NA	NA	NA	2870	322	386	0	86	0	0
NA	NA	OR2L8	NA	NA	NA	NA	2803	325	499	0	87	0	0
NA	NA	OR2M2	NA	NA	NA	NA	1555	141	325	0	80	0	0
NA	NA	OR2M3	NA	NA	NA	NA	2027	175	470	0	84	0	0
NA	NA	OR2M5	NA	NA	NA	NA	2614	317	349	0	98	0	0
NA	NA	OR2T12	NA	NA	NA	NA	2836	328	507	0	98	0	0
NA	NA	OR2T2	NA	NA	NA	NA	1749	237	271	0	55	0	0
NA	NA	OR2T33	NA	NA	NA	NA	2194	268	401	0	72	0	0
NA	NA	OR4K2	NA	NA	NA	NA	1030	67	1304	0	76	0	0
NA	NA	OR4K5	NA	NA	NA	NA	820	50	1225	0	80	0	0
NA	NA	OR4M2	NA	NA	NA	NA	502	0	1473	57	98	0	0
NA	NA	OR4N2	NA	NA	NA	NA	798	59	1093	0	92	0	0
NA	NA	OR4N4	NA	NA	NA	NA	602	0	1786	66	75	0	0
NA	NA	OR4Q3	NA	NA	NA	NA	971	59	1277	0	81	0	0
208644_at	142	PARP1	poly(ADP-ribose) polymerase 1	1	1	PARP1|142	3522	335	635	0	62	0	0
213534_s_at	23178	PASK	PAS domain containing serine/threonine kinase	0	1	PASK|23178	1098	0	1866	149	96	0	0
221969_at	5079	PAX5	paired box 5	0	1	PAX5|5079	1161	110	2289	0	0	160	0
220355_s_at	55193	PBRM1	polybromo 1	0	1	PBRM1|55193	853	0	3166	135	248	0	0
204476_s_at	5091	PC	pyruvate carboxylase	0	1	PC|5091	1644	212	1305	0	84	0	0
213558_at	27445	PCLO	piccolo presynaptic cytomatrix protein	0	1	PCLO|27445	3267	132	667	0	552	0	0
202174_s_at	5108	PCM1	pericentriolar material 1	1	1	PCM1|5108	1360	0	3641	379	73	0	0
212422_at	22984	PDCD11	programmed cell death 11	0	1	PDCD11|22984	681	0	2622	56	112	0	0
220049_s_at	80380	PDCD1LG2	programmed cell death 1 ligand 2	0	1	PDCD1LG2|80380	1193	159	3025	131	0	0	0
212390_at	9659	PDE4DIP	phosphodiesterase 4D interacting protein	0	1	PDE4DIP|9659	3263	493	901	0	258	0	0
